POLICY_NO,CUST_ID,POLICYTYPE,POL_ISSUE_DATE,POL_EFF_DATE,POL_EXPIRY_DATE,MAKE,MODEL,MODEL_YEAR,CHASSIS_NO,USE_OF_VEHICLE,PRODUCT,SUM_INSURED,PREMIUM,DEDUCTABLE
102051373,5115.0,COMP,2015-04-07,2015-05-07,2016-05-06,NISSAN,SUNNY,2013.0,MDHBN7AD3DG030580,PRIVATE,NOT CLASSIFIED,35000.0,1666.0,1000
102051453,6561.0,COMP,2015-04-09,2015-05-24,2016-05-23,MITSUBISHI,OUTLANDER,2005.0,JMYXRCU5W5V786769,PRIVATE,NOT CLASSIFIED,11000.0,1140.0,1000
102053005,3956.0,COMP,2015-05-13,2015-05-13,2016-06-12,CHEVROLET,LUMINA,2009.0,6G1EK52B29L196901,PRIVATE,STANDARD,40000.0,1340.0,1000
102053365,1935.0,COMP,2015-05-20,2015-05-20,2016-06-19,NISSAN,SUNNY,2015.0,MDHBN7AD4FG720602,PRIVATE,STANDARD,43000.0,1935.0,1000
102053531,6374.0,COMP,2015-05-24,2015-05-24,2016-06-23,HONDA,CBF150 MA ,2014.0,ME4KC09CKD8591072,PRIVATE,STANDARD,6000.0,850.0,1000
102053729,6126.0,COMP,2015-05-26,2015-05-26,2016-06-25,NISSAN,SUNNY,2015.0,MDHBN7AD2FG721957,PRIVATE,STANDARD,41500.0,1770.0,500
102055175,5568.0,COMP,2015-06-16,2015-07-08,2016-07-07,SKAD,150,2008.0,LXKTCK1029M186167,PRIVATE,NOT CLASSIFIED,3600.0,850.0,500
102056994,6656.0,COMP,2015-07-13,2015-07-13,2016-08-12,HONDA,ACCORD,2014.0,1HGCT1277EA600411,PRIVATE,M 2.5,80000.0,2090.0,1000
102057795,8045.0,COMP,2015-07-25,2015-07-25,2016-08-24,NISSAN,QASHQAI,2008.0,SJNBJ01A48A294957,PRIVATE,STANDARD,25000.0,1190.0,2000
102058540,6656.0,COMP,2015-08-04,2015-08-04,2016-09-03,TOYOTA,FORTUNER,2010.0,MR1YX59G1A3017575,PRIVATE,STANDARD,45000.0,1565.0,2000
102058824,5568.0,COMP,2015-08-09,2015-08-09,2016-09-08,DODGE,DART,2013.0,1C3CDFCH8DD313760,PRIVATE,STANDARD,62000.0,2144.0,1000
102059667,6522.0,COMP,2015-08-20,2015-08-20,2016-09-19,MITSUBISHI,L300,2013.0,JMYJNP13VDA700406,COMMERCIAL,STANDARD,48000.0,1710.0,2000
102059790,8045.0,COMP,2015-08-23,2015-08-23,2016-09-22,MERCEDES,S 500,2013.0,WDDNG7DB7DA510423,PRIVATE,STANDARD,216000.0,6121.0,500
102059795,3109.0,COMP,2015-08-23,2015-08-23,2016-09-22,BAJAJ,150 CC,2015.0,MD2A11CZXFWA41174,PRIVATE,STANDARD,6000.0,525.0,1000
102060128,1002.0,COMP,2015-08-27,2015-08-27,2016-09-26,MITSUBISHI,CANTER,2007.0,JL7BCE1J47K032696,COMMERCIAL,STANDARD,28900.0,1480.0,2000
102060167,7690.0,COMP,2015-08-27,2015-08-27,2016-09-26,MITSUBISHI,ROSA BUS,2015.0,JL5B3J6P4FRN21068,SCHOOL BUS,STANDARD,213000.0,5929.0,1000
102062172,8045.0,COMP,2015-09-27,2015-09-27,2016-10-26,KIA,SPORTAGE,2013.0,KNAPC8114D7384046,PRIVATE,STANDARD,50000.0,1640.0,1000
102065508,7852.0,COMP,2015-11-03,2015-11-04,2016-12-03,HYUNDAI,TUCSON,2009.0,KMHJM81B69U923284,PRIVATE,STANDARD,25000.0,1240.0,500
102065773,8045.0,COMP,2015-11-06,2015-11-06,2016-12-05,TOYOTA,FORTUNER,2008.0,MHFYX59G088012887,PRIVATE,STANDARD,34000.0,1268.0,1000
102066143,8045.0,COMP,2015-11-10,2015-11-10,2016-12-09,TOYOTA,LAND CURISER PRADO,2007.0,JTEBL29J675070778,PRIVATE,STANDARD,43000.0,1211.0,500
102068219,7650.0,COMP,2015-12-06,2015-12-06,2017-01-05,NISSAN,RICH,2015.0,LJNTFU2K8FN007057,COMMERCIAL,STANDARD,37000.0,1640.0,1000
102085348,7852.0,COMP,2016-06-23,2016-06-23,2017-07-22,MITSUBISHI,LANCER,2015.0,JMYSTCY4AFU742913,PRIVATE,STANDARD,68625.0,2834.0,2000
102088100,903.0,COMP,2016-07-28,2016-08-23,2017-08-22,NISSAN,X-TRAIL,2007.0,JN8BT05YX7W111391,PRIVATE,STANDARD,18400.0,1100.0,500
102088719,7366.0,COMP,2016-08-07,2016-08-07,2017-09-06,TOYOTA,COROLLA,2015.0,RKLBL9HE0F5233735,PRIVATE,M 2.5,52720.0,1526.0,500
102089288,693.0,COMP,2016-08-15,2016-08-15,2017-09-14,NISSAN,X-TRAIL,2016.0,JN1BT2MU8GW004798,PRIVATE,M 2.5,99000.0,2568.0,1000
102090688,1538.0,COMP,2016-09-04,2016-09-04,2017-10-03,TOYOTA,YARIS,2011.0,JTDBW9237BL007578,PRIVATE,STANDARD,18000.0,1140.0,500
102090909,6656.0,COMP,2016-09-05,2016-09-05,2017-10-04,MITSUBISHI,CANTER,2011.0,JL7BCE1J8BK001783,COMMERCIAL,STANDARD,40000.0,1580.0,500
102091457,903.0,COMP,2016-09-15,2016-09-15,2017-10-14,MITSUBISHI,PAJERO,2015.0,JMYLYV95WFJ719570,PRIVATE,M 2.5,85000.0,2313.0,500
102094431,5495.0,COMP,2016-10-30,2016-10-30,2017-11-29,VOLKSWAGEN,GOLF GTI,2017.0,WVWFM2AU0HW061241,PRIVATE,M 2.5,152443.0,4500.0,500
102098696,247.0,COMP,2016-12-26,2017-01-21,2018-02-20,TOYOTA,PRADO,2013.0,JTEJU9FJ2DK063734,PRIVATE,STANDARD,92480.0,2897.0,2000
102103244,7755.0,COMP,2017-03-29,2017-03-29,2018-04-28,TOYOTA,YARIS,2014.0,MR2BT9F38E1084374,PRIVATE,STANDARD,35000.0,1610.0,1000
102104474,4215.0,COMP,2017-04-27,2017-04-27,2018-05-26,HONDA,CIVIC,2016.0,19XFC2652GE452601,PRIVATE,M 2.5,70900.0,2060.0,2000
102104841,5346.0,COMP,2017-05-08,2017-06-16,2018-07-15,BMW,750 LI,2015.0,WBAYE8108FD146694,PRIVATE,M 2.25,211200.0,4862.0,500
102107194,5495.0,COMP,2017-07-03,2017-07-03,2018-08-02,VOLKSWAGEN,GOLF GTI,2017.0,WVWFM2AU1HW069431,PRIVATE,M 2.5,152456.0,5396.0,1000
102108842,8653.0,COMP,2017-08-13,2017-08-13,2018-09-12,NISSAN,ALTIMA,2011.0,1N4AL2A9XBC124515,PRIVATE,STANDARD,25000.0,1610.0,500
102109371,9719.0,COMP,2017-08-28,2017-08-28,2018-09-27,TOYOTA,YARIS,2015.0,MR2KT9F30F1175818,PRIVATE,STANDARD,35000.0,1560.0,500
102109676,11511.0,COMP,2017-09-10,2017-09-10,2018-10-09,HONDA,CR-V,2016.0,5J6RM4851GL701071,PRIVATE,M 2.5,80000.0,2190.0,1000
102109798,807.0,COMP,2017-09-12,2017-09-12,2018-10-11,LEXUS,ES 350,2017.0,JTHBK1GG7H2253794,PRIVATE,M 2.5,215000.0,5700.0,500
102110127,6157.0,COMP,2017-09-24,2017-10-19,2018-11-18,TOYOTA,HILUX,2014.0,MR0CW12G0E0032936,COMMERCIAL,STANDARD,32000.0,2000.0,1000
102111959,11503.0,COMP,2017-11-09,2017-11-09,2018-12-08,ISUZU,NPR LIGHT PICKUP,2013.0,JAMKP34H7D7P09943,COMMERCIAL,STANDARD,111000.0,3597.0,2000
102113418,7463.0,COMP,2017-12-18,2017-12-18,2019-01-17,PIAGGIO,MPE 500,2015.0,ZAPM8610000008781,PRIVATE,STANDARD,25200.0,1590.0,1000
102114413,807.0,COMP,2018-01-10,2018-01-10,2019-02-09,TOYOTA,YARIS,2016.0,MHFBT9F37G6068328,PRIVATE,STANDARD,33000.0,1970.0,2000
102114792,8996.0,COMP,2018-01-22,2018-02-22,2019-03-21,TOYOTA,HIACE,2014.0,JTFHX02P7E0091873,COMMERCIAL,STANDARD,43200.0,2570.0,2000
102115009,756.0,COMP,2018-01-28,2018-03-25,2019-04-24,PORSCHE,CAYENNE,2012.0,WP1ZZZ92ZCLA45668,PRIVATE,NOT CLASSIFIED,83558.0,2797.0,1000
102116557,3109.0,COMP,2018-03-08,2018-03-08,2019-04-07,BAJAJ,200 CC,2018.0,MD2A55FY0JCK00953,PRIVATE,STANDARD,8000.0,1170.0,1000
102117239,1603.0,COMP,2018-03-27,2018-03-27,2019-04-26,RANGE ROVER,5,2018.0,SALGA2BE8JA382959,PRIVATE,M 2.25,630999.0,13018.0,1000
102119977,1002.0,COMP,2018-06-18,2018-06-18,2019-07-17,NISSAN,URVAN FREEZER VAN,2015.0,JN6BE6CS5F9400759,COMMERCIAL,STANDARD,59000.0,2305.0,2000
102120152,5160.0,COMP,2018-06-24,2018-06-24,2019-07-23,HONDA,CIVIC,2017.0,19XFC1697HE450390,PRIVATE,M 2.5,94900.0,2757.0,2000
102121428,2581.0,COMP,2018-07-31,2018-07-31,2019-08-30,BMW,X5,2018.0,WBAKR0105J0Z56165,PRIVATE,M 2.25,288797.0,6413.0,2000
102122036,6657.0,COMP,2018-08-26,2018-10-18,2019-11-17,MITSUBISHI,PAJERO,2008.0,JMYLRV93W8J729422,PRIVATE,NOT CLASSIFIED,13000.0,1940.0,2000
102123049,7134.0,COMP,2018-09-27,2018-09-27,2019-10-26,TOYOTA,AVANZA,2016.0,MHKMF53F7GK003172,PRIVATE,STANDARD,50000.0,1950.0,500
102124542,5176.0,COMP,2018-11-20,2018-11-20,2019-12-19,RENAULT,DUSTER,2015.0,VF1HSRCA4FA513534,PRIVATE,STANDARD,26428.0,1585.0,2000
102126981,3202.0,COMP,2019-02-03,2019-02-03,2020-03-02,NISSAN,ALTIMA,2016.0,1N4AL3A94GC106508,PRIVATE,NOT CLASSIFIED,44000.0,1330.0,1000
102127089,7957.0,COMP,2019-02-05,2019-02-07,2020-03-06,RANGE ROVER,VOGUE,2011.0,SALLMAME4BA335449,PRIVATE,STANDARD,30000.0,1770.0,1000
102129671,243.0,COMP,2019-04-14,2019-04-14,2020-05-13,TOYOTA,HIACE,2013.0,JTFPX22P8D0037827,COMMERCIAL,NOT CLASSIFIED,25166.0,2030.0,2000
102130505,4714.0,COMP,2019-05-14,2019-05-14,2020-06-13,BMW,750 LI,2017.0,WBA7F2105HG781752,PRIVATE,STANDARD,258400.0,6708.0,2000
102131697,6430.0,COMP,2019-06-23,2019-06-23,2020-07-22,PEUGEOT,208,2016.0,VF3CC5FS4GT004559,PRIVATE,M 2019,30000.0,1590.0,1000
102131996,4003.0,COMP,2019-06-30,2019-07-04,2020-08-03,LEXUS,ES 350,2007.0,JTHBJ46GX72125800,PRIVATE,NOT CLASSIFIED,12582.0,1460.0,500
102133027,3202.0,COMP,2019-07-21,2019-07-21,2020-08-20,PEUGEOT,3008,2019.0,VF3M45GY4KS018805,PRIVATE,M 2019,85000.0,1990.0,2000
102133055,11933.0,COMP,2019-07-21,2019-08-17,2020-09-16,KIA,PICANTO,2015.0,KNABX5123FT831949,PRIVATE,STANDARD,10240.0,1290.0,1000
102134228,1002.0,COMP,2019-08-18,2019-08-18,2020-09-17,MG,MG350,2016.0,LSJA16E91GG011066,PRIVATE,M 2019,23000.0,1290.0,2000
102134281,4522.0,COMP,2019-08-19,2019-08-30,2020-09-29,MERCEDES,V 250,2018.0,WD4WG2E15J3456701,PRIVATE,M 2.25,217392.0,4338.0,500
102135012,2968.0,COMP,2019-09-05,2019-09-05,2020-10-04,MERCEDES,G 63,2013.0,WDCYC7CF5DX201371,PRIVATE,M 2019,172800.0,3421.0,1000
102135307,693.0,COMP,2019-09-15,2019-09-15,2020-10-14,TOYOTA,HIACE,2018.0,JTFHX02P2J0119430,COMMERCIAL,STANDARD,81200.0,2157.0,2000
102136098,277.0,COMP,2019-10-03,2019-10-04,2020-11-03,VOLKSWAGEN,TIGUAN,2012.0,WVGCE15N6CW601466,PRIVATE,NOT CLASSIFIED,25166.0,1590.0,2000
102137096,12714.0,COMP,2019-10-29,2019-10-29,2020-11-28,MG,HS,2020.0,LSJA24W92LG013211,PRIVATE,M 2019,84000.0,2390.0,1000
102137246,7957.0,COMP,2019-11-03,2019-11-05,2020-12-04,MERCEDES,G 500,2012.0,WDCYC3GF0CX194749,PRIVATE,M 2019,99000.0,1765.0,500
102137792,903.0,COMP,2019-11-18,2019-11-18,2020-12-17,SUZUKI,ERTIGA,2015.0,MA3ZE8A11F0247872,PRIVATE,M 2019,20000.0,1290.0,2000
102138065,7644.0,COMP,2019-11-25,2019-12-05,2021-01-04,INFINITI,Q30,2019.0,SJKDH5CP0KA002745,PRIVATE,M 2019,109000.0,1952.0,2000
102138266,4726.0,COMP,2019-11-28,2019-12-05,2021-01-04,JAC,S3,2019.0,LJ12EKR2XK4703655,PRIVATE,M 2.5,38775.0,1790.0,2000
102138684,7645.0,COMP,2019-12-12,2019-12-12,2021-01-11,NISSAN,INFINITY QX 30,2019.0,SJKCH5CR3KA005359,PRIVATE,M 2019,124950.0,2489.0,2000
102141635,7620.0,COMP,2020-02-20,2020-03-31,2021-04-29,LEXUS,LX 570,2011.0,JTJHY00W8B4082942,PRIVATE,NOT CLASSIFIED,72222.0,1590.0,500
102141634,5568.0,COMP,2020-02-20,2020-02-20,2021-03-19,LEXUS,NX 300,2019.0,JTJBARBZ0K2190506,PRIVATE,M 2019,150000.0,2665.0,500
102143110,7957.0,COMP,2020-03-22,2020-03-22,2021-04-21,TESLA,3,2020.0,5YJ3E7EC1LF654053,PRIVATE,M 2019,247780.0,4870.8,2000
102145148,5173.0,COMP,2020-05-21,2020-05-21,2021-06-20,CHEVROLET,CAPTIVA,2020.0,LZWADAGA0MB002299,PRIVATE,M 2019,69000.0,1765.0,2000
102146586,7644.0,COMP,2020-06-24,2020-06-25,2021-07-24,TOYOTA,LAND CURISER PRADO,2019.0,JTEBX9FJ3KK316150,PRIVATE,M 2019,131000.0,2323.0,2000
102150402,5495.0,COMP,2020-09-30,2020-09-30,2021-10-30,KIA,SELTOS,2020.0,MZBER814XLN087806,PRIVATE,M 2019,97375.0,2619.0,2000
102151860,4714.0,COMP,2020-11-09,2020-11-08,2021-12-07,NISSAN,ALTIMA,2019.0,1N4BL4A99KC205702,PRIVATE,M 2019,76000.0,1490.0,2000
102152657,5495.0,COMP,2020-12-06,2020-12-06,2022-01-05,KIA,SOUL,2020.0,KNAJ281E5L7117931,PRIVATE,M 2019,74875.0,2190.0,2000
102071567,8825.0,COMP,2016-01-12,2016-01-12,2017-02-11,HONDA,ACCORD EX,2008.0,JHMCP26708C428345,PRIVATE,STANDARD,28000.0,1140.0,1000
102071804,8045.0,COMP,2016-01-16,2016-01-16,2017-02-15,HONDA,ACCORD,2008.0,JHMCP26348C414722,PRIVATE,STANDARD,25000.0,1140.0,2000
102071869,7602.0,COMP,2016-01-17,2016-02-19,2017-02-18,TOYOTA,COROLLA,2013.0,RKLBV42E5D4467085,PRIVATE,STANDARD,33600.0,1357.0,2000
102073064,5568.0,COMP,2016-01-28,2016-01-28,2017-02-27,NISSAN,SUNNY,2014.0,MDHBN7AD9EG509264,PRIVATE,STANDARD,34000.0,1258.0,1000
102075204,8045.0,COMP,2016-02-21,2016-02-21,2017-03-20,VOLKSWAGEN,GOLF,2013.0,WVWEH2AJ5DW029501,PRIVATE,STANDARD,60000.0,1960.0,500
102077584,5281.0,COMP,2016-03-20,2016-03-20,2017-04-19,PEUGEOT,508,2012.0,VF38D5FC0CL013541,PRIVATE,STANDARD,40000.0,1420.0,1000
102079159/1,9522.0,COMP,2016-04-11,2016-04-09,2017-05-08,CHEVROLET,CORVETTE.,2012.0,FGRTFYRUYHTUT,PRIVATE,STANDARD,75000.0,-4013.0,2000
102080552,4810.0,COMP,2016-04-25,2016-04-25,2017-05-24,MITSUBISHI,GALLANT,2013.0,4P3SRDJ1ADE802006,PRIVATE,STANDARD,49000.0,1663.0,500
102081272,8345.0,COMP,2016-05-04,2016-05-04,2017-06-03,TOYOTA,AVALON,2009.0,4T1BK36B39U332190,PRIVATE,STANDARD,30000.0,1100.0,1000
102083377,5495.0,COMP,2016-05-31,2016-05-31,2017-06-29,VOLKSWAGEN,GOLF R,2016.0,WVWGR2AU6GW307651,PRIVATE,M 2.5,166600.0,5070.0,1000
102048954,583.0,COMP,2015-01-04,2015-01-04,2016-02-03,TOYOTA,PREVIA,2013.0,JTNGE52M9DA034334,PRIVATE,STANDARD,88000.0,3020.0,500
102049470,4921.0,COMP,2015-01-27,2015-01-27,2016-02-26,RENAULT,DUSTER,2015.0,VF1HSRCA8FA516520,PRIVATE,STANDARD,49500.0,1640.0,500
102049783,1660.0,COMP,2015-02-08,2015-02-08,2016-03-07,VOLKSWAGEN,TIGUAN,2012.0,WVGCE15N1CW039668,PRIVATE,STANDARD,75000.0,2495.0,2000
102050614,1002.0,COMP,2015-03-16,2015-03-16,2016-04-15,CHEVROLET,CAMARO,2012.0,2G1FB1E32C9199424,PRIVATE,STANDARD,60000.0,2242.0,2000
102051775,7113.0,COMP,2015-04-19,2015-04-19,2016-05-18,TOYOTA,FORTUNER,2014.0,MHFYX59G8E8056499,PRIVATE,M 2.25,85000.0,2262.0,1000
102053095,8045.0,COMP,2015-05-14,2015-05-14,2016-06-13,MITSUBISHI,LANCER,2007.0,JMYSRCS1A7U730160,PRIVATE,STANDARD,12000.0,1090.0,2000
102055346,8045.0,COMP,2015-06-18,2015-06-18,2016-07-17,TOYOTA,CAMRY,2009.0,6T1BE42K89X578772,PRIVATE,STANDARD,20000.0,950.0,500
102056135,250.0,COMP,2015-07-01,2015-08-27,2016-08-26,TOYOTA,HIACE,2006.0,JTGJX02P665004031,COMMERCIAL,NOT CLASSIFIED,11520.0,1540.0,2000
102059731,8045.0,COMP,2015-08-20,2015-08-20,2016-09-19,PORSCHE,CAYENNE,2008.0,WP1ZZZ9PZ8LA32344,PRIVATE,STANDARD,65000.0,2695.0,1000
102060686,4714.0,COMP,2015-09-03,2015-09-03,2016-10-02,TOYOTA,COROLLA,2015.0,RKLBB9HE3F5034388,PRIVATE,M 2.5,53000.0,2290.0,500
102066240,7134.0,COMP,2015-11-12,2015-11-12,2016-12-11,MITSUBISHI,CANTER SINGLE CABIN,2007.0,JL7BCE1J07K023378,COMMERCIAL,STANDARD,22000.0,1080.0,1000
102067223,4776.0,COMP,2015-11-23,2015-11-24,2016-12-23,NISSAN,.,2014.0,LJNTFU2K9EN003131,COMMERCIAL,STANDARD,38000.0,1430.0,2000
102067821,9276.0,COMP,2015-11-29,2015-11-29,2016-12-28,DAIHATSU,GRAN MAX,2016.0,MHKVC31F6GK603900,COMMERCIAL,STANDARD,55000.0,1650.0,2000
102069234,9380.0,COMP,2015-12-16,2015-12-16,2017-01-15,DAIHATSU,GRAN MAX,2016.0,MHKBC31F5GK000889,COMMERCIAL,STANDARD,56000.0,1880.0,1000
102069556,8045.0,COMP,2015-12-20,2015-12-20,2017-01-19,TOYOTA,COROLLA,2013.0,2T1BU4EE4DC114443,PRIVATE,STANDARD,30000.0,1150.0,1000
102067649/1,2021.0,COMP,2015-12-27,2015-12-02,2017-01-26,MITSUBISHI,L200,2013.0,MMBJNKA50DD027205,COMMERCIAL,STANDARD,36000.0,88.0,2000
102086943,8045.0,COMP,2016-07-14,2016-07-14,2017-08-13,TOYOTA,COROLLA,2008.0,JTDBZ42E089022960,PRIVATE,STANDARD,13000.0,1940.0,500
102087136,3202.0,COMP,2016-07-18,2016-07-18,2017-08-17,NISSAN,SENTRA,2016.0,MNTAB7A94G6007957,PRIVATE,M 2.5,57000.0,1600.0,500
102087280,6579.0,COMP,2016-07-19,2016-08-12,2017-08-11,TOYOTA,LAND CRUISER,2015.0,JTMHU09J9F4114650,PRIVATE,M 2.5,147200.0,4506.0,1000
102088689,2108.0,COMP,2016-08-07,2016-08-07,2017-09-06,MITSUBISHI,ASX,2012.0,JMYXTGA2WCZ700628,PRIVATE,NOT CLASSIFIED,34878.0,1340.0,1000
102088798,7204.0,COMP,2016-08-08,2016-08-08,2017-09-07,NISSAN,SUNNY,2007.0,KNMCC42H27P634376,PRIVATE,STANDARD,10000.0,1140.0,2000
102089134,7852.0,COMP,2016-08-13,2016-08-13,2017-09-12,MAZDA,6,2009.0,JM7GH32F991125599,PRIVATE,STANDARD,15000.0,1090.0,1000
102089353,10074.0,COMP,2016-08-15,2016-08-15,2017-09-14,MITSUBISHI,L200,2013.0,MMBJNKA50DD019759,COMMERCIAL,STANDARD,30000.0,1370.0,1000
102089604,10087.0,COMP,2016-08-18,2016-09-24,2017-09-23,PEUGEOT,308 HATCH BACK,2009.0,VF34C5FTF9S002753,PRIVATE,STANDARD,17600.0,1078.0,1000
102091012,10182.0,COMP,2016-09-06,2016-09-07,2017-10-06,GMC,YUKON,2012.0,1GKS27EF8CR298875,PRIVATE,STANDARD,121600.0,3683.0,500
102091541,10215.0,COMP,2016-09-18,2016-09-18,2017-10-17,FOTON,VIEW MINI BUS,2016.0,LVCB2NWA9GS200128,COMMERCIAL,STANDARD,70000.0,2900.0,2000
102092462,3730.0,COMP,2016-10-03,2016-10-03,2017-11-02,MASERATI,GHIBLI,2016.0,ZAMRS57F7G1178822,PRIVATE,M 2.25,294950.0,6927.0,1000
102092775,6656.0,COMP,2016-10-06,2016-10-06,2017-11-05,TOYOTA,CAMRY,2007.0,6T1BE42K97X425623,PRIVATE,STANDARD,15000.0,1140.0,2000
102092788,7852.0,COMP,2016-10-06,2016-10-06,2017-11-05,MITSUBISHI,LANCER EX,2016.0,JMYSTCY4AGU748309,PRIVATE,M 2.5,57500.0,1840.0,500
102092871,3202.0,COMP,2016-10-09,2016-10-09,2017-11-08,TOYOTA,COROLLA,2009.0,RKLBB42E498001253,PRIVATE,STANDARD,16500.0,1140.0,1000
102093906,10371.0,COMP,2016-10-23,2016-10-27,2017-11-26,NISSAN,ALTIMA,2010.0,1N4AL2A96AC147739,PRIVATE,STANDARD,22400.0,1140.0,2000
102095407,5495.0,COMP,2016-11-13,2016-11-13,2017-12-12,VOLKSWAGEN,BEETLE,2016.0,WVWBF6AT4GM600980,PRIVATE,M 2.5,117835.0,3780.0,2000
102096944,903.0,COMP,2016-11-30,2016-11-30,2017-12-30,NISSAN,TIIDA,2007.0,JN1CC11C37T006244,PRIVATE,STANDARD,10000.0,1120.0,2000
102098329,1538.0,COMP,2016-12-21,2016-12-21,2018-01-20,LEXUS,RX 350,2012.0,JTJBK11AXC2448283,PRIVATE,STANDARD,80000.0,2220.0,2000
102101854,8894.0,COMP,2017-02-26,2017-02-26,2018-03-25,RANGE ROVER,SPORT,2017.0,SALWA2FVXHA134941,PRIVATE,M 2.25,418800.0,9483.0,500
102103753,6019.0,COMP,2017-04-10,2017-05-15,2018-06-14,TOYOTA,YARIS,2012.0,JTDKW9D30CD500639,PRIVATE,STANDARD,20480.0,1610.0,2000
102104219,5495.0,COMP,2017-04-20,2017-04-20,2018-05-19,VOLKSWAGEN,PASSAT,2016.0,WVWBR7A30GC007927,PRIVATE,M 2.5,80000.0,2900.0,500
102104692,6246.0,COMP,2017-05-03,2017-07-01,2018-07-31,JAGUAR,XJ,2014.0,SAJAA20N6EPV68133,PRIVATE,M 2.25,138880.0,3720.0,1000
102105435,5160.0,COMP,2017-05-22,2017-05-22,2018-06-21,NISSAN,PATROL,2017.0,JN8AY2NY7H9309094,PRIVATE,M 2.25,253500.0,5854.0,1000
102106678,5168.0,COMP,2017-06-21,2017-06-21,2018-07-20,LEXUS,GX 460,2017.0,JTJJM7FX6H5172275,PRIVATE,M 2.5,174078.0,4696.0,500
102107646,4921.0,COMP,2017-07-12,2017-07-13,2018-08-12,TESLA,X90 D,2017.0,5YJXCCE2XHF045185,PRIVATE,M 2.25,443050.0,10319.0,2000
102107762,9273.0,COMP,2017-07-16,2017-07-16,2018-08-15,HONDA,UNICORN,2016.0,ME4KC2032G8003648,PRIVATE,STANDARD,6500.0,1290.0,500
102107986,5495.0,COMP,2017-07-20,2017-07-20,2018-08-19,VOLKSWAGEN,GOLF GTI,2017.0,WVWFM2AUXHW113605,PRIVATE,M 2.25,152456.0,5396.0,2000
102108486,9986.0,COMP,2017-08-01,2017-08-28,2018-09-27,HONDA,CITY,2017.0,MRHGM666XHP030030,PRIVATE,M 2.5,58400.0,1910.0,500
102112302,903.0,COMP,2017-11-20,2017-11-20,2018-12-19,TOYOTA,FJ CRUISER,2017.0,JTEBU11FXHK242571,PRIVATE,M 2.5,140000.0,3750.0,1000
102113223,7297.0,COMP,2017-12-14,2017-12-16,2019-01-15,JEEP,CHEROKEE,2009.0,1J8GN58K99W517769,PRIVATE,NOT CLASSIFIED,20971.0,2110.0,2000
102113961,5495.0,COMP,2017-12-27,2017-12-27,2019-01-26,VOLKSWAGEN,TIGUAN,2018.0,WVGCF2AX1JW340075,PRIVATE,M 2.5,136200.0,5020.0,500
102114472,7852.0,COMP,2018-01-14,2018-01-15,2019-02-14,KIA,SPORTAGE,2011.0,KNAPB8115B7065593,PRIVATE,STANDARD,19200.0,1890.0,1000
102114592,8894.0,COMP,2018-01-16,2018-02-08,2019-03-07,HONDA,JAAZ,2009.0,JHMGE885X9S400663,PRIVATE,STANDARD,12000.0,1590.0,1000
102114836,10642.0,COMP,2018-01-23,2018-01-23,2019-02-22,M.A.N.,TGS 40.480,2017.0,WMA34WZZ3HM753244,COMMERCIAL,STANDARD,450000.0,15231.0,500
102115860,3202.0,COMP,2018-02-20,2018-02-20,2019-03-19,TOYOTA,HIACE,2015.0,JTFHX02P1F0100732,COMMERCIAL,STANDARD,41600.0,2430.0,1000
102115884,251.0,COMP,2018-02-21,2018-04-12,2019-05-11,DAIHATSU,GRAN MAX,2011.0,MHKVC31F8BK603096,PRIVATE,STANDARD,15360.0,2000.0,2000
102116179,3304.0,COMP,2018-02-27,2018-03-01,2019-03-31,TOYOTA,LAND CRUISER,2015.0,JTMHU09J4F4105645,PRIVATE,STANDARD,90000.0,3621.0,500
102118845,3109.0,COMP,2018-05-14,2018-05-14,2019-06-13,BAJAJ,PULSAR,2017.0,MD2A13EYXHCC00019,PRIVATE,STANDARD,8000.0,1170.0,1000
102119622,7134.0,COMP,2018-06-06,2018-06-06,2019-07-05,HYUNDAI,TUCSON,2012.0,KMHJT81B9CU481577,PRIVATE,STANDARD,22000.0,1840.0,2000
102120580,8825.0,COMP,2018-07-04,2018-07-04,2019-08-03,HONDA,CR-V,2014.0,5J6RM485XEL702636,PRIVATE,STANDARD,50000.0,1890.0,500
102121384,7985.0,COMP,2018-07-30,2018-07-30,2019-08-29,LAMBORGHINI,URUS,2019.0,ZPBEA1ZL4KLA00454,PRIVATE,M 2.25,1050000.0,23916.0,2000
102121900,5782.0,COMP,2018-08-16,2018-09-01,2019-09-30,TOYOTA,HIACE,2011.0,JTFHX02P1B0058525,COMMERCIAL,NOT CLASSIFIED,19818.0,2180.0,2000
102122085,903.0,COMP,2018-08-27,2018-09-30,2019-10-30,LAND ROVER,LR3,2009.0,SALLAAA449A505140,PRIVATE,NOT CLASSIFIED,29594.0,2300.0,2000
102122853,5160.0,COMP,2018-09-23,2018-09-23,2019-10-22,HONDA,CR-V,2015.0,5J6RM4857FL700957,PRIVATE,STANDARD,50000.0,1890.0,1000
102122994,12379.0,COMP,2018-09-26,2018-09-26,2019-10-25,MG,RX5,2019.0,LSJA24W92KS013902,PRIVATE,M 2.5,93188.0,2713.0,2000
102123080,10119.0,COMP,2018-09-30,2018-09-30,2019-10-30,TOYOTA,HILUX,2014.0,MR0CX12G8E0121764.,COMMERCIAL,STANDARD,48459.0,1980.0,2000
